,datetime,time,method,path,event
0,2020-04-29 20:03:18.213984,1588170798.2140057,IN_OPEN,/home/devashish/Documents/projects/PythonHostIDS/test,IN_OPEN|IN_ISDIR
1,2020-04-29 20:03:18.224512,1588170798.2245338,IN_ACCESS,/home/devashish/Documents/projects/PythonHostIDS/test,IN_ACCESS|IN_ISDIR
2,2020-04-29 20:03:18.224981,1588170798.2249966,IN_CLOSE_NOWRITE,/home/devashish/Documents/projects/PythonHostIDS/test,IN_CLOSE_NOWRITE|IN_ISDIR
